gold_label,Premise,Hypothesis,pred_label,pred_expl,heuristic
neutral,The president contacted the artist .,The artist contacted the president .,entailment, the officer is the name of the singer .,lexical_overlap
neutral,The professor thanked the student .,The student thanked the professor .,entailment, the professor is the professor .,lexical_overlap
neutral,The actor stopped the professors .,The professors stopped the actor .,entailment, the actor is the actor because he is a .,lexical_overlap
neutral,The artists avoided the scientist .,The scientist avoided the artists .,contradiction, the artist either applying the scientist or the other .,lexical_overlap
neutral,The scientists saw the artists .,The artists saw the scientists .,entailment," the artists saw the artists , so the artists saw the artists .",lexical_overlap
neutral,The scientist encouraged the professor .,The professor encouraged the scientist .,neutral, the professor could be a teacher or a scientist .,lexical_overlap
neutral,The senator contacted the lawyers .,The lawyers contacted the senator .,neutral, the jockey is not necessarily the .,lexical_overlap
neutral,The president supported the judge .,The judge supported the president .,entailment, the president is the name of the president .,lexical_overlap
neutral,The secretaries contacted the scientist .,The scientist contacted the secretaries .,entailment, the scientist is the surgeon .,lexical_overlap
neutral,The actor recommended the students .,The students recommended the actor .,entailment, the actors are giving the picture .,lexical_overlap
neutral,The authors helped the banker .,The banker helped the authors .,entailment, the baker is the name of the .,lexical_overlap
neutral,The president called the author .,The author called the president .,entailment, the name that the author is the president .,lexical_overlap
neutral,The secretary recognized the judge .,The judge recognized the secretary .,entailment, the judge is the president of the judge .,lexical_overlap
neutral,The student mentioned the professor .,The professor mentioned the student .,entailment, the professor is the student .,lexical_overlap
neutral,The professors contacted the presidents .,The presidents contacted the professors .,entailment, the professor is the same as the .,lexical_overlap
neutral,The president recommended the artists .,The artists recommended the president .,neutral, the first sentence does not say that the artists are the same .,lexical_overlap
neutral,The secretary admired the scientist .,The scientist admired the secretary .,neutral, the scientist is not necessarily the professor .,lexical_overlap
neutral,The tourist introduced the managers .,The managers introduced the tourist .,contradiction, the traveler can not be both and and the same time .,lexical_overlap
neutral,The author encouraged the professor .,The professor encouraged the author .,entailment, the professor is the author .,lexical_overlap
neutral,The secretaries supported the tourists .,The tourists supported the secretaries .,entailment, the merchants are the .,lexical_overlap
neutral,The doctor stopped the tourists .,The tourists stopped the doctor .,entailment, the doctor is the same as the taxi .,lexical_overlap
neutral,The artist recommended the judge .,The judge recommended the artist .,entailment, the artist is the artist .,lexical_overlap
neutral,The senators helped the judge .,The judge helped the senators .,entailment, the judge and the judge are the same .,lexical_overlap
neutral,The artists avoided the scientists .,The scientists avoided the artists .,contradiction, artists are not the same as scientists .,lexical_overlap
neutral,The student thanked the secretary .,The secretary thanked the student .,neutral, the student is not necessarily the student .,lexical_overlap
neutral,The professors recommended the students .,The students recommended the professors .,entailment, the professor is the same as the .,lexical_overlap
neutral,The professor helped the author .,The author helped the professor .,entailment, the professor and the author are the same .,lexical_overlap
neutral,The students supported the banker .,The banker supported the students .,entailment, the group is being interviewed because he is the teacher .,lexical_overlap
neutral,The manager helped the author .,The author helped the manager .,entailment, the manager helped the author .,lexical_overlap
neutral,The tourist supported the senator .,The senator supported the tourist .,entailment, the is being led by the tourist .,lexical_overlap
neutral,The manager called the artists .,The artists called the manager .,entailment, the manager is the name of the artists .,lexical_overlap
neutral,The managers recognized the presidents .,The presidents recognized the managers .,entailment, the officials who are the president of the president .,lexical_overlap
neutral,The athletes recognized the lawyers .,The lawyers recognized the athletes .,entailment, athletes are the same as athletes .,lexical_overlap
